id,project_url,Researcher ID,researcher name,project title,Current Affiliation (Institution 1),"Title 1 (assistant professor, phd, postdoc, etc.) ",Misc Defined,Student/Non-Student (0/1),Researcher 2 Affiliation,"Title 2 (assistant professor, phd student, postdoc, etc.)",Researcher 3 Affiliation,"Title 3 (assistant professor, phd student, postdoc, etc.)",Researcher 4 Affiliation,Title 4,US/Non-US (0/1),Institution Classification,Institution Classification Specified,Address 1 (Affliation),zip,Address 2 (Affliation),Latitude 1 (Affliation)  ,Latitude 2 (Affliation),Longitude 1 (Affliation) ,Longitude 2 (Affliation),"City, State 1 (Affliation)","City, State 2 (Affliation)",CBSA1Affliation,CBSA 2 (Affliation),Country (if Non-US),Position 1,Position 2,Position 3,Education 1,Education 2,Education 3,Research University 1,Research University 2,Location of Research 1,Location of Research 2,"Disciplinarity (0 - single, 1 - multi)","Relevance (Theory - 0, Practice - 1, Both - 2)",Relevant Publications (expertise) (0 - dont or 1 - if they did),"Category Relevance (0 - not on list, 1- yes, 2-mixed)",,researcher_title,backers,categories,category1,category2,category3,category4,state,abbreviation,Pasteur's Quadrants (Q1: low/low; Q2: pure basic research; Q3: use-inspired basic research; Q4: applied research),funding_start,funding_end,duration,funding_target,funding_raised,funding_success,funding_percent,name 1,name 2,ID1,ID2,matches 1,matches 2,manual1,manual2,H-Index 1,H-Index 2,Citation-Count 1,Citation-Count 2,budget_overview_granularity,spending_data_granularity,usage_granularity,overall_budget_granularity,video_granularity,description_granularity,credential_granularity,researcher_background_granularity,mugshot_granularity,goal_granularity,importance_granularity,overall_project_detail,video_effort,description_effort,credentials_effort,budget_overview_effort,researcher_bio_effort,mugshot_effort,goals_writeup_effort,importance_writeup_effort,fund_usage_writeup_effort,total_effort
1404,https://experiment.com/projects/can-sunlight-help-treat-heart-attacks,309,Tobias Eckle,Can sunlight help treat heart attacks?,"University of Colorado, Denver",Associate Professor,,1,,,,,,,0,C,C,"1380 Lawrence Street, Lawrence Street Center, Suite 1400, Denver, Colorado 80217-3364",80217, ,39.73951,,-104.99083,,"Denver, CO",,19740,,,Associate Professor,,,"Department of Anesthesiology, UC Denver

Devision of Cardiology, UC Denver

School of Medicine, Cell Biology, Stem Cells and Development, UC Denver","University of Colorado, Denver",,,,,,1,2,1,1,,"Department of Anesthesiology, UC Denver<br />  Devision of Cardiology, UC Denver<br /> School of Medicine, Cell Biology, Stem Cells and Development, UC Denver",5,Medicine,Biology,,,,Colorado,CO,Q3,10/15/2013 10:17,11/22/2013 23:59,38.57,22500,425,0,1.888888889,Tobias Eckle,,56024557600,,2,,"['56024557600', '15059848200']",,20,,1944,,0.367,0.333,0.967,0.556,1,1,0.667,0.5,1,0.033,0.067,0.61,1,1,0.667,0.367,0.5,1,0.033,0.067,0.967,0.622
1407,https://experiment.com/projects/do-birds-cooperate-or-eavesdrop-on-other-birds,93,Sean ODonnell,Do birds cooperate or eavesdrop on other birds?,Drexel University,Full Professor,,1,,,,,,,0,C,C,"3141 Chestnut St, Philadelphia, Pennsylvania 19104",19104,,39.953701,,-75.186582,,"Philadelphia, PA",,37980,,,Professor and Associate Department Head, ,,"PhD Zoology/Entomology (joint), Univ. of Wisconsin", ,,,,,,1,0,1,0,,"Professor and Associate Department Head, Dept. of Biodiversity Earth &amp; Environmental Science, Drexel University<br /> PhD Zoology/Entomology (joint), Univ. of Wisconsin<br />",6,Biology,Ecology,Biology,,,Pennsylvania,PA,Q1,10/8/2013 9:24,12/3/2013 23:59,56.61,7500,147,0,1.96,Sean ODonnell,,,,0,,0,,,,,,0.033,0.333,0.9,0.422,0,1,0.667,0.933,1,1,1,0.8,0,1,0.667,0.033,0.933,1,1,1,0.9,0.726
1413,https://experiment.com/projects/can-recycled-materials-be-used-to-create-housing-in-impoverished-areas,139,,Building DISASTER-RELIEF Concrete Homes from Garbage,Stevens Institute of Technology,PhD,,0,,,,,,,0,C,C,"Castle Point On Hudson, Hoboken, New Jersey 07030-5991",7030,,40.74246,,-74.027184,,"Hoboken, NJ",,35620,,,,,,"BS from Colorado School of Mines and Technology in Civil Engineering

MSc from University of Denver in Material Science with a specialty in Nanotechnology of Concrete

Currently working on a Ph D from Stevens Inst. of Tech in Mech Engineering with a specialty in Nanotechnology of Concrete", ,,,,,,,,,1,,BS from Colorado School of Mines and Technology in Civil Engineering<br>MSc from University of Denver in Material Science with a specialty in Nanotechnology of Concrete<br>Currently working on a Ph D from Stevens Inst. of Tech in Mech Engineering with a specialty in Nanotechnology of Concrete,40,Engineering,,,,,New Jersey,NJ,Q4,11/20/2013 13:39,1/20/2014 0:00,60.43,5300,5550,1,104.7169811,,,,,,,0,,,,,,0.067,1,0.433,0.5,1,1,1,0.6,1,0.133,0.867,0.8,1,1,1,0.067,0.6,1,0.133,0.867,0.433,0.678
1415,https://experiment.com/projects/fishes-of-the-salish-sea-where-art-meets-science,75,Theodore W. Pietsch,Fishes of the Salish Sea: Where Art Meets Science,University of Washington,Misc,Curator of Fishes at the Burke Museum of Natural History,1,,,,,,,0,D,D2,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",98195,,47.656216,,-122.31312,,"Seattle, WA",,42660,,,Curator of Fishes at the Burke Museum of Natural History and Culture at University of Washington, ,,"School of Aquatic and Fishery Sciences, College of the Environment, University of Washington, Seattle", ,,,,,,1,1,0,0,,"School of Aquatic and Fishery Sciences, College of the Environment, University of Washington, Seattle",29,Ecology,,,,,Washington,WA,Q4,10/14/2013 1:39,11/14/2013 23:59,31.93,8695,2190,0,25.18688902,Theodore W. Pietsch,,7005743167,,1,,0,,10,,294,,0,0.333,0.267,0.2,0,1,1,0.433,1,0.333,0.4,0.595,0,1,1,0,0.433,1,0.333,0.4,0.267,0.493
1427,https://experiment.com/projects/can-taurine-alleviate-type-2-diabetes,303,William L'Amoreaux,Can taurine alleviate type 2 diabetes?,"CUNY, College of Staten Island",Full Professor,,1,,,,,,,0,A,A,,.,,,,,,"Staten Island, NY",,,,,Professor,,,"Department of Biology, College of Staten Island, City University of New York.", ,,,,,,0,0,1,1,,"Department of Biology, College of Staten Island, City University of New York.",0,Medicine,,,,,New York,NY,Q3,10/14/2013 1:19,11/26/2013 23:59,43.94,10000,0,0,0,William L'Amoreaux,,24558581500,,1,,0,,6,,122,,0.967,1,0.1,0.689,0,1,0.667,0.167,1,1,0.6,0.633,0,1,0.667,0.967,0.167,1,1,0.6,0.1,0.611
1430,https://experiment.com/projects/can-eco-friendly-ceramic-nano-particles-be-used-as-flame-retardants,331,Bob Cleaver,Can eco-friendly ceramic nano-particles be used as flame retardants?,SUNY Oswego,Masters,,0,,,,,,,0,A,A,,.,,,,,,"Rochester, NY",,,,,Owner,,,Master's degree in Chemistry from SUNY Oswego, ,,,,,,1,0,1,0,,Master's degree in Chemistry from SUNY Oswego,3,Engineering,Chemistry,,,,New York,NY,Q3,1/5/2014 23:00,2/14/2014 23:59,40.04,17000,213,0,1.252941176,Bob Cleaver,,,,0,,0,,,,,,0.2,1,0.067,0.422,0,1,0.667,0.367,1,0.233,0.2,0.495,0,1,0.667,0.2,0.367,1,0.233,0.2,0.067,0.415
1436,https://experiment.com/projects/what-can-an-old-stuffed-animal-tell-us-about-the-future,8,Evon Hekkala,What can old stuffed animals tell us about the future?,Fordham University Department of Biological Sciences,Full Professor,,1,,,,,,,0,C,C,"441 E Fordham Rd, Bronx, New York 10458",10458,,40.860663,,-73.889412,,"New York, NY","New York, NY",35620,,,Professor,,,PhD - Columbia University,,,,,,,1,0,0,0,,"Evon Hekkala <a href=""http://www.fordham.edu/academics/programs_at_fordham_/biological_sciences/faculty/evon_hekkala_76950.asp"">Fordham University Department of Biological Sciences</a>, Conservation Genetics and Archival DNA<br /> George Amato <a href=""http://research.amnh.org/genomics/Programs/ConGen/ConGen-People/Director"">Sackler Institute for Comparative Genomics, Conservation Genomics<br /> </a><br />",10,Ecology,Biology,,,,New York,NY,Q1,10/14/2013 1:06,1/9/2014 23:59,87.95,2515,810,0,32.20675944,Evon Hekkala,,6505996729,,1,,0,,5,,113,,0.233,1,0.033,0.422,1,0.5,1,0.367,1,0.3,0.3,0.638,1,0.5,1,0.233,0.367,1,0.3,0.3,0.033,0.526
1442,https://experiment.com/projects/can-we-eliminate-breast-cancer-by-silencing-microtubule-associated-kinase,289,Parthasarathy Chandrakesan,Can we eliminate breast cancer by silencing microtubule associated kinase?,University of Oklahoma Health Sciences Center,Researcher,,1,,,,,,,0,A,A,"1100 N Lindsay, Oklahoma City, Oklahoma 73104-5499",73104,,35.479357,,-97.500951,,"Oklahoma City, OK ",,36420,,,Assistant Professor of Research, ,,"Assistant Professor of Research, Department of Medicine, Division of Digestive Diseases and Nutrition, University of Oklahoma Health Sciences Center, Oklahoma City, OK 73104.", ,,,,,,0,0,0,2,,"Assistant Professor of Research, Department of Medicine, Division of Digestive Diseases and Nutrition, University of Oklahoma Health Sciences Center, Oklahoma City, OK 73104.",1,Medicine,Biology,,,,Oklahoma,OK,Q3,11/18/2013 0:00,1/3/2014 23:59,47.00,15000,95,0,0.633333333,Parthasarathy Chandrakesan,,15123069200,,2,,"['15123069200', '37021249400']",,6,,70,,1,1,0.533,0.844,0,1,0.333,0.1,1,0.867,0.9,0.6,0,1,0.333,1,0.1,1,0.867,0.9,0.533,0.637
1443,https://experiment.com/projects/can-we-predict-the-movement-of-social-primates,298,David Pappano,Can we predict the movement of social primates?,Princeton University,Postdoc,,0,,,,,,,0,D,D1,"1 Nassau Hall, Princeton, New Jersey 08544-0070",8544,,40.349855,,-74.659119,,"Princeton, NJ",,45940,,,Postdoctoral Fellow,,,"Ph.D. University of Michigan (2013)

NSF Postdoctoral Research Fellow in Biology

Department of Ecology and Evolutionary Biology, Princeton University

I'm the one in the ridiculous hat. These people are just a few members of the gelada project.", ,,,,,,1,2,0,0,,"Ph.D. University of Michigan (2013)<br>NSF Postdoctoral Research Fellow in Biology<br>Department of Ecology and Evolutionary Biology, Princeton University<br><br>*I'm the one in the ridiculous hat. These people are just a few members of the gelada project.<br>",5,Ecology,Biology,,,,New Jersey,NJ,Q2,12/11/2013 11:31,1/12/2014 23:59,32.52,6500,265,0,4.076923077,David Pappano,,37001822700,,1,,0,,1,,7,,0.433,1,1,0.811,1,1,0.333,0.667,1,1,1,0.857,1,1,0.333,0.433,0.667,1,1,1,1,0.826
1446,https://experiment.com/projects/how-is-a-community-adapting-during-resettlement-after-the-2011-great-east-japan-earthquake,203,Eric Des Marais,A Case Study of Resettlement and Community Adaptation after the 2011 Great East Japan Earthquake,University of Denver Graduate School of Social Work,PhD,,0,,,,,,,0,C,C,"2199 S. University Blvd, Denver, Colorado 80208",80208,,39.676679,,-104.95939,,"Denver, CO",,19740,,,Doctoral Student,,,Eric Des Marais is affiliated with the University of Denver Graduate School of Social Work., ,,,,,,0,0,0,1,,Eric Des Marais is affiliated with the University of Denver Graduate School of Social Work.,25,Engineering,,,,,Colorado,CO,Q2,11/10/2013 0:00,1/10/2014 23:59,62.00,3900,1765,0,45.25641026,Eric Des Marais,,,,0,,0,,,,,,0.6,1,1,0.867,1,1,0,0.4,1,1,0.967,0.767,1,1,0,0.6,0.4,1,1,0.967,1,0.774
1455,https://experiment.com/projects/can-we-use-social-media-to-identify-emerging-drugs-and-their-effects,305,Michael Chary,Can we use social media to identify emerging drugs and their effects?,Mt. Sinai Hospital,Researcher,,1,,,,,,,0,A,A,,.,,,,,,"New York, NY",,,,,MSTP Student,,,PhD from Mount Sinai in Computational Neuroscience, ,,Mt. Sinai Hospital,,New York,,1,0,1,0,,PhD from Mount Sinai in Computational Neuroscience<br />,0,Social and Behavioral Science,Computer-Science,,,,New York,NY,Q2,10/14/2013 15:22,11/11/2013 0:00,27.36,7000,0,0,0,Michael Chary,,55657142800,,1,,0,,1,,1,,0.833,0.667,0.033,0.511,0,1,0.667,0.8,1,0.533,0.367,0.624,0,1,0.667,0.833,0.8,1,0.533,0.367,0.033,0.581
1460,https://experiment.com/projects/personal-exome-project,299,GeneTalk,Personal Exome Project,Harvard Medical School,Researcher,,1,,,,,,,0,D,D1,,.,,,,,,,,,,,,,,"Peter Krawitz, Medical Genetics, Charit??, Berlin

Tom Kamphans, GeneTalk

Alexej Knaus, GeneTalk

Peggy Sabri, GeneTalk

Nils Gehlenborg, Havard Medical School", ,,,,,,1,1,0,1,,"Peter Krawitz, Medical Genetics, Charit??, Berlin<br> Tom Kamphans, GeneTalk<br> Alexej Knaus, GeneTalk<br> Peggy Sabri, GeneTalk<br>Nils Gehlenborg, Havard Medical School<br> <br>",2,Medicine,Biology,,,,,,Q4,10/20/2013 23:11,11/11/2013 23:59,22.03,10000,358,0,3.58,,,,,,,0,,,,,,0.133,0.333,1,0.489,0,1,0.667,0,1,0.7,0.533,0.557,0,1,0.667,0.133,0,1,0.7,0.533,1,0.559
1461,https://experiment.com/projects/can-we-save-birds-from-flying-into-windows,138,Rebecca Murray Schneider,Can we save birds from flying into windows?,Virginia Tech,Masters,,0,,,,,,,0,D,D4,,.,,,,,,,,,,,Project Associate,,,"""http://www.cmi.vt.edu""     Conservation Management Institute, Virginia Tech 

B.S. Forestry (Wildlife Management major), Purdue University, 1998 

Master of Public and International Affairs (Environmental Collaboration concentration), Virginia Tech, 2007", ,,,,,,1,2,0,0,,"Project Associate, <a href=""http://www.cmi.vt.edu"" target=""_blank"">Conservation Management Institute</a>, Virginia Tech<br>B.S. Forestry (Wildlife Management major), Purdue University, 1998<br> Master of Public and International Affairs (Environmental Collaboration concentration), Virginia Tech, 2007",20,Education,Ecology,,,,,,Q3,12/8/2013 23:59,1/6/2014 23:59,29.00,1780,1784,1,100.2247191,Rebecca Murray Schneider,,,,15,,0,,,,,,0.767,0.667,0.433,0.622,0,1,1,0.8,1,0.5,0.833,0.733,0,1,1,0.767,0.8,1,0.5,0.833,0.433,0.704
1462,https://experiment.com/projects/how-does-lung-fluke-travel-from-snail-to-crab-to-human,259,Neetha Iyer,How does lung fluke travel from snail to crab to human?,UC Berkeley,Undergraduate,,0,,,,,,,0,D,D1,"200 California Hall, Berkeley, California 94720",94720,,37.871467,,-122.26037,,"Berkeley, CA",,41860,,,,,,"University of California, Berkeley", ,,UC Berkeley,,California,,1,2,0,1,,"University of California, Berkeley",19,Ecology,Biology,,,,California,CA,Q3,11/24/2013 23:00,12/31/2013 23:59,37.04,3500,3675,1,105,Neetha Iyer,,,,0,,0,,,,,,0.667,1,0.733,0.8,1,1,0,0.333,1,0.667,0.8,0.686,1,1,0,0.667,0.333,1,0.667,0.8,0.733,0.689
1476,https://experiment.com/projects/can-lung-infections-lead-to-dementia-or-other-cognitive-deficits,352,Adam Morrow,Can lung infections lead to dementia or other cognitive deficits?,University of South Alabama,Misc,Adjunct Professor,1,,,,,,,0,C,C,"307 N University Blvd, Mobile, Alabama 36688-0002",36688,,30.694972,,-88.173947,,"Mobile, AL",,33660,,,Adjunct Professor,,,"B.S. Chemistry, University of Central Arkansas

Ph.D. Biomedical Science, University of South Alabama", ,,,,,,1,2,0,1,,"B.S. Chemistry, University of Central Arkansas<br>Ph.D. Biomedical Science, University of South Alabama",5,Medicine,Biology,,,,Alabama,AL,Q3,1/2/2014 10:20,3/3/2014 23:59,60.57,10000,600,0,6,Adam Morrow,,36197102400,,2,,"['37075488600', '36197102400']",,3,,35,,0.633,1,0.867,0.833,1,1,0,0.333,1,0.967,0.733,0.719,1,1,0,0.633,0.333,1,0.967,0.733,0.867,0.726
1484,https://experiment.com/projects/do-asian-elephant-calls-have-grammar-like-elements,51,Michael A. Pardo,Do Asian elephant calls have grammar-like elements?,Cornell University,PhD,,0,,,,,,,0,D,D2,"300 Day Hall, Ithaca, New York 14853",14853,,42.445448,,-76.482633,,"New York, NY",,27060,,,Doctoral Student,,,"Cornell University, Department of Neurobiology and Behavior, Ph.D. student ", ,,Cornell University,,New York,,1,2,0,0,,"Ph.D. student at Cornell University, Department of Neurobiology and Behavior",28,Social and Behavioral Science,Ecology,Biology,,,New York,NY,Q1,10/23/2013 10:04,1/12/2014 23:59,81.58,6900,5792,0,83.94202899,Michael A. Pardo,,,,3,,"['8886164700', '38461474900', '56078244800']",,,,,,0.733,0.333,0.467,0.511,1,1,0,0.9,1,1,1,0.843,1,1,0,0.733,0.9,1,1,1,0.467,0.789
1489,https://experiment.com/projects/surviving-on-the-savanna-how-do-traits-predict-tree-success,243,Keala Cummings,Surviving on the savanna: how do traits predict tree success?,University of Missouri Columbia,PhD,,0,,,,,,,0,D,D4,"105 Jesse Hall, Columbia, Missouri 65211",65211,,38.944423,,-92.329489,,"Columbia, MI",,17860,,,,,,PhD student from the University of Missouri in Columbia, ,,UM-Columbia,,Michigan,,1,2,0,1,,PhD student from the University of Missouri in Columbia,32,Biology,Ecology,,,,Michigan,MI,Q2,3/10/2014 0:00,4/14/2014 23:59,36.00,3000,3170,1,105.6666667,Keala Cummings,,,,0,,0,,,,,,0.6,1,0.133,0.578,1,1,1,0.3,1,0.733,0.933,0.852,1,1,1,0.6,0.3,1,0.733,0.933,0.133,0.744
1490,https://experiment.com/projects/how-does-a-parasite-create-zombie-like-behavior,174,Charissa de Bekker,How does a parasite create zombie-like behavior? ,Pennsylvania State University,Postdoc,,0,,,,,,,0,D,D3,,.,,,,,,,,,,,Post-Doctorate Fellow,,,"I am a postdoctoral Marie Curie Fellow in the ""http://www.hugheslab.com"" target=""_blank"">Hughes Lab at the Pennsylvania State University. This lab resides within the Department of Biology and Entomology and is part of the href=""http://www.cidd.psu.edu/"" target=""_blank"">Centre for Infectious Disease Dynamics. The picture shows us doing outreach at the annual Great Insect Fair.", ,,, ,,,1,2,0,0,,"I am a postdoctoral Marie Curie Fellow in the <a href=""http://www.hugheslab.com"" target=""_blank"">Hughes Lab</a> at the Pennsylvania State University. This lab resides within the Department of Biology and Entomology and is part of the <a href=""http://www.cidd.psu.edu/"" target=""_blank"">Centre for Infectious Disease Dynamics</a>. The picture shows us doing outreach at the annual Great Insect Fair.",103,Ecology,Biology,,,,,,Q1,10/28/2013 11:23,12/31/2013 23:59,64.53,4306,4507,1,104.6679052,Charissa de Bekker,,23099000200,,1,,0,,8,,164,,0.933,1,0.967,0.967,1,1,0.667,0.567,1,0.833,1,0.867,1,1,0.667,0.933,0.567,1,0.833,1,0.967,0.885
1493,https://experiment.com/projects/is-seaweed-farming-the-next-social-enterprise,49,Richard Ruiz,Is seaweed farming the next social enterprise?,University of Santo Domingo,Masters,,0,,,,,,,1,A,A,,.,,,,,,Dominican Republic ,,,,Dominican Republic ,,,,"Southern Connecticut State University, B.S. 

Studying Macrobiology at Autonomous University of Santo Domingo", ,,,,,,1,2,0,0,,"Director of Operations Ambrosia Labs Dominicana<br>B.S., Southern Connecticut State University<br>            Currently studying Microbiology at Autonomous Univ. of Santo Domingo<br><br>",15,Ecology,Economics,,,,,,Q2,2/2/2014 16:00,3/4/2014 23:59,30.33,7865,592,0,7.527018436,Richard Ruiz,,,,12,,0,,,,,,0.967,1,0.4,0.789,1,1,0.333,0.933,1,0.967,1,0.89,1,1,0.333,0.967,0.933,1,0.967,1,0.4,0.844
1494,https://experiment.com/projects/can-we-monitor-environmental-trends-in-cyanobacteria-abundance-and-toxin-to-predict-future-toxicity,290,Scott Blanco,Can we protect environmental health by predicting cyanobacterial abundance and toxicity?,"California State University, Monterey Bay",Masters,,0,,,,,,,0,A,A,"100 Campus Center, Seaside, California 93955-8001",93955,,36.65284,,-121.79587,,"Monterey, CA",,41500,,,Research Asstistant,,,MS candidate at CSU Monterey Bay in Coastal Watershed Science and Policy, ,,,,,,1,2,1,2,,MS candidate at CSU Monterey Bay in Coastal Watershed Science and Policy,1,Ecology,Biology,,,,California,CA,Q3,10/20/2013 0:00,11/26/2013 23:59,38.00,3400,25,0,0.735294118,Scott Blanco,,,,0,,0,,,,,,0.433,0.667,0.867,0.656,0,1,1,0.1,1,0.833,0.9,0.69,0,1,1,0.433,0.1,1,0.833,0.9,0.867,0.681
1496,https://experiment.com/projects/have-we-found-a-new-species-of-pterosaur-from-the-solnhofen-limestone,372,Chris Bennett,Have we found a new species of pterosaur from the Solnhofen Limestone?,University of Kansas,PhD,,0,,,,,,,0,D,D4,"600 Park St, Hays, Kansas 67601-4099",67601,,38.872101,,-99.339847,,"Hays, KS",,25700,,,Associate Professor,,,"PhD, Systematics and Ecology - University of Kansas

MPhil, Systematics and Ecology - University of Kansas  

MS, Ecology and Evolutionary Biology - Yale University      

BS, Biology and German - Tulane University", ,,Fort Hays State University,,Kansas,,0,0,1,0,,"PhD, Systematics and Ecology - University of Kansas<br> MPhil, Systematics and Ecology - University of Kansas  <br>MS, Ecology and Evolutionary Biology - Yale University      <br>BS, Biology and German - Tulane University",10,Geology,Paleontology,,,,KANSAS,KS,Q1,10/28/2013 11:15,1/3/2014 23:59,67.53,1974,385,0,19.5035461,Chris Bennett,,,,21,,0,,,,,,0.933,1,0.233,0.722,0,1,0.667,0.233,1,0.667,0.533,0.586,0,1,0.667,0.933,0.233,1,0.667,0.533,0.233,0.585
1499,https://experiment.com/projects/radio-tracking-burmese-pythons-in-bangladesh,61,Scott Trageser,Radio Tracking Burmese Pythons in Bangladesh,"Center for Advanced Research in Natural Resources in Management, Bangladesh",Misc,Founder,1,,,,,,,1,,,,.,,,,,,Dhaka,,,,Bangladesh,Researcher,,,"Bangladesh Python Project

Forest Department of Bangladesh

Center for Advanced Research in Natural Resources in Management, Bangladesh", ,,,,,,1,2,1,0,,"<strong>Bangladesh Python Project<br>Forest Department of Bangladesh<br>Center for Advanced Research in Natural Resources in Management, Bangladesh</strong><br><br><br>",10,Ecology,Biology,,,,,,Q1,10/22/2013 14:53,11/29/2013 23:59,38.38,7500,461,0,6.146666667,Scott Trageser,,56180746500,,1,,0,,0,,0,,0.567,1,1,0.856,1,1,0.667,0.3,1,1,1,0.852,1,1,0.667,0.567,0.3,1,1,1,1,0.837
1503,https://experiment.com/projects/sae-student-built-baja-at-boise-state-university,286,Boise State Motorsports,Engineering a Powertrain for Boise State University's Baja Car,Boise State University ,Undergraduate,,0,,,,,,,0,A,A,"1910 University Dr, Boise, Idaho 83725",83725,,43.603011,,-116.20475,,"Boise, ID ",,14260,,,Undergraduate,,,Boise State University, ,,,,,,1,1,0,0,,Boise State University,0,Engineering,Education,,,,Idaho,ID,Q4,12/2/2013 17:17,2/27/2014 23:59,87.28,3000,0,0,0,,,,,,,0,,,,,,0.2,1,0.167,0.456,0,1,0,0.033,1,0.733,0.033,0.4,0,1,0,0.2,0.033,1,0.733,0.033,0.167,0.352
1509,https://experiment.com/projects/can-we-provide-kidney-protection-during-chemotherapy-for-pediatric-cancer-patients,146,Tetyana L. Vasylyeva,Can we provide kidney protection during chemotherapy for pediatric cancer patients?,Texas Tech University ,Full Professor,,1,,,,,,,0,C,C,"Broadway and University Avenue, Lubbock, Texas 79409-5005",79409, ,33.58448,,-101.87057,,"Lubbock, TX",,31180,,,Professor,,,"Department of Pediatrics, Texas Tech University Health Science Center at Amarillo.", ,,,,,,1,2,0,1,,"Department of Pediatrics, Texas Tech University Health Science Center at Amarillo.",10,Medicine,Biology,,,,Texas,TX,Q3,10/28/2013 12:09,1/3/2014 23:59,67.49,8000,649,0,8.1125,Tetyana L. Vasylyeva,,8639929600,,4,,"['8639929600', '55897557600', '55798920400', '55930624400']",,6,,103,,0.867,0.667,0.367,0.634,0,1,0,0.067,1,1,0.933,0.571,0,1,0,0.867,0.067,1,1,0.933,0.367,0.581
1510,https://experiment.com/projects/what-is-the-underlying-psychology-of-gun-rights-sentiment,268,Jonathan Lee Gibson,What is the underlying psychology of gun rights sentiment?,Harvard University,Researcher,,1,,,,,,,0,D,D1,"Massachusetts Hall, Cambridge, Massachusetts 02138",2138,,42.379485,,-71.116534,,"Cambridge, MA",,14460,,,Researcher,,,"Researcher, Sidanius Lab in Intergroup Relations, Department of Psychology, Harvard University<br>- ALB Candidate, Social Sciences/Psychology, Harvard University", ,,,,,,0,0,0,1,,,3,Social and Behavioral Science,,,,,Massachusetts,MA,Q2,10/28/2013 11:27,11/23/2013 23:59,26.52,2500,230,0,9.2,Jonathan Lee Gibson,,,,15,,0,,,,,,0.867,0.667,1,0.845,0,1,1,0.933,1,0.8,0.233,0.709,0,1,1,0.867,0.933,1,0.8,0.233,1,0.759
1527,https://experiment.com/projects/itongue-a-smartphone-app-for-personal-health-monitoring-based-on-tongue-image,353,Dong Xu,ITongue: A Smartphone App for Personal Health Monitoring Based on Tongue Image,University of Missouri-Columbia,Full Professor,,1,,,,,,,0,D,D4,"105 Jesse Hall, Columbia, Missouri 65211",65211,,38.944423,,-92.329489,,"Columbia, MO",,17860,,,James C. Dowell Professor,,,"Department of Computer Science, University of Missouri", ,,University of Missouri-Columbia,,Missouri,,1,1,1,1,,Department of Computer Science<br>University of Missouri,6,Medicine,Engineering,,,,Michigan,MI,Q4,11/17/2013 23:00,1/3/2014 23:59,47.04,20000,339,0,1.695,Dong Xu,,,,911,,0,,,,,,0.8,0.667,1,0.822,0,1,0.333,0.633,1,0.6,0.5,0.581,0,1,0.333,0.8,0.633,1,0.6,0.5,1,0.652
1553,https://experiment.com/projects/can-sequencing-nilgai-help-us-understand-disease-resistance-in-ruminants,3,Theodore S. Kalbfleisch,Can sequencing the nilgai genome help us understand disease resistance in ruminants?,University of Louisville School of Medicine,Assistant Professor,,1,,,,,,,0,D,D4,"500 S Preston St, Louisville, KY 40202",40202,,38.215365,,-85.762069,,"Louisville, KY",,31140,,,Assistant Professor,,,University of Louisville,,,,,,,0,2,0,0,,"Dr. Kalbfleisch is an Assistant Professor at the University of Louisville School of Medicine.<br>He is also the CEO of Intrepid Bioinformatics, a for profit informatics company based in Louisville, KY<br>",4,Biology,,,,,Kentucky,KY,Q3,11/26/2013 0:00,12/31/2013 23:59,36.00,2700,320,0,11.85185185,Theodore S. Kalbfleisch,,35740809900,,1,,0,,11,,4521,,0.733,0.667,0.433,0.611,0,1,0.333,0.667,1,1,0.567,0.652,0,1,0.333,0.733,0.667,1,1,0.567,0.433,0.637
1558,https://experiment.com/projects/how-do-chimpanzees-adapt-to-a-savanna-woodland-in-tanzania,187,Alex Piel & Fiona Stewart,How do chimpanzees adapt to a savanna woodland in Tanzania?,"University of California, San Diego",PhD,,0,,,,,,,0,D,D3,"9500 Gilman Dr, La Jolla, California 92093",92093,,32.87271,,-117.23773,,"San Diego, CA","Cambridge, UK",41740,,"Ugalla, Tanzania",PhD candidate,,,"Alex Piel: PhD candidate, Department of Anthropology, University of California, San Diego, USA 

Fiona Stewart: Research Fellow in Biological Anthropology, Newnham College, University of Cambridge, UK", ,,,,,,1,2,1,0,,"<strong>Alex Piel<br></strong>PhD candidate, Department of Anthropology, University of California, San Diego, USA <br><br><strong>Fiona Stewart<br></strong>Research Fellow in Biological Anthropology, Newnham College, University of Cambridge, UK",38,Social and Behavioral Science,Ecology,Biology,,,California,CA,Q1,11/18/2013 10:55,1/10/2014 23:59,53.55,9000,9055,1,100.6111111,Alex Piel,Fiona Stewart,50661917300,,1,22,0,,3,,30,,0.6,0.667,1,0.756,1,1,0.333,0.867,1,1,0.933,0.876,1,1,0.333,0.6,0.867,1,1,0.933,1,0.859
